Fecha;Paí;Marca;Cliente; Ingresos ; Gastos 
23/02/2021;Per�;NeuroNet;Sector públic; $70,164.32 ; $54,475.40 
25/02/2021;Per�;Cybernova;Pequeñas y medianas empresa; $186,923.10 ; $171,175.00 
27/02/2021;Méxic;NeuroNet;Consumidores finales; $260,303.37 ; $218,760.00 
28/02/2021;Chile;OmegaTech;Consumidores finales; $92,055.29 ; $76,590.00 
28/02/2021;Méxic;NeuroNet;Consumidores finales; $254,064.62 ; $237,507.60 
1/03/2021;Chile;Cybernova;Sector públic; $28,566.72 ; $21,255.00 
1/03/2021;Uruguay;Cybernova;Sector públic; $1,421,637.00 ; $1,056,073.20 
2/03/2021;Chile;Cybernova;Instituciones educativas; $22,484.70 ; $17,430.00 
2/03/2021;Per�;Innovatech;Sector públic; $46,852.16 ; $36,375.90 
3/03/2021;Chile;OmegaTech;Consumidores finales; $74,418.75 ; $68,040.00 
3/03/2021;Méxic;NeuroNet;Sector públic; $10,396.54 ; $8,635.00 
4/03/2021;Argentina;Cybernova;Sector públic; $8,031.60 ; $4,365.00 
4/03/2021;Per�;Cybernova;Grandes clientes; $5,040.96 ; $4,248.00 
5/03/2021;Méxic;Innovatech;Instituciones educativas; $28,795.95 ; $21,570.00 
5/03/2021;Argentina;Innovatech;Consumidores finales; $455,377.93 ; $398,815.20 
5/03/2021;Méxic;NexTec;Sector públic; $76,603.82 ; $43,524.90 
6/03/2021;Per�;Cybernova;Consumidores finales; $114,349.04 ; $97,080.00 
7/03/2021;Per�;NeuroNet;Sector públic; $26,588.94 ; $18,992.10 
8/03/2021;Argentina;Innovatech;Grandes clientes; $11,560.27 ; $10,200.24 
9/03/2021;Per�;NeuroNet;Grandes clientes; $17,253.60 ; $14,220.00 
10/03/2021;Per�;Innovatech;Pequeñas y medianas empresa; $2,671,600.32 ; $2,319,097.50 
12/03/2021;Argentina;NexTec;Pequeñas y medianas empresa; $2,349,675.51 ; $2,151,717.50 
13/03/2021;Per�;NeuroNet;Pequeñas y medianas empresa; $62,916.00 ; $53,500.00 
13/03/2021;Chile;NexTec;Grandes clientes; $6,601.92 ; $5,382.00 
14/03/2021;Chile;NexTec;Consumidores finales; $208,172.60 ; $199,080.00 
14/03/2021;Uruguay;Cybernova;Sector públic; $14,204.40 ; $10,680.00 
14/03/2021;Per�;Cybernova;Sector públic; $7,690.80 ; $4,420.00 
14/03/2021;Uruguay;NeuroNet;Sector públic; $112,420.80 ; $56,210.40 
15/03/2021;Uruguay;OmegaTech;Grandes clientes; $20,991.60 ; $16,065.00 
16/03/2021;Uruguay;NeuroNet;Pequeñas y medianas empresa; $431,112.00 ; $390,500.00 
18/03/2021;Argentina;NexTec;Consumidores finales; $302,965.38 ; $286,440.00 
18/03/2021;Uruguay;Innovatech;Consumidores finales; $1,040,288.48 ; $972,494.40 
18/03/2021;Uruguay;Cybernova;Sector públic; $15,774.36 ; $12,660.00 
18/03/2021;Chile;NexTec;Pequeñas y medianas empresa; $686,952.00 ; $609,000.00 
19/03/2021;Méxic;NeuroNet;Pequeñas y medianas empresa; $86,313.60 ; $79,920.00 
19/03/2021;Chile;OmegaTech;Pequeñas y medianas empresa; $260,257.50 ; $252,187.50 
19/03/2021;Argentina;NeuroNet;Grandes clientes; $72,850.28 ; $56,327.54 
20/03/2021;Argentina;Cybernova;Pequeñas y medianas empresa; $827,604.00 ; $711,000.00 
20/03/2021;Per�;Cybernova;Grandes clientes; $87,323.40 ; $65,492.55 
22/03/2021;Méxic;Innovatech;Instituciones educativas; $37,050.00 ; $24,700.00 
23/03/2021;Argentina;NexTec;Sector públic; $91,238.00 ; $69,160.00 
23/03/2021;Méxic;OmegaTech;Sector públic; $47,411.40 ; $36,026.90 
23/03/2021;Uruguay;NeuroNet;Grandes clientes; $24,782.96 ; $19,162.08 
24/03/2021;Chile;OmegaTech;Grandes clientes; $110,473.39 ; $88,143.66 
25/03/2021;Chile;Innovatech;Grandes clientes; $25,932.72 ; $20,691.00 
26/03/2021;Per�;Cybernova;Sector públic; $19,144.54 ; $14,097.60 
26/03/2021;Per�;Innovatech;Sector públic; $2,769,770.01 ; $2,121,178.80 
26/03/2021;Uruguay;Innovatech;Pequeñas y medianas empresa; $230,310.00 ; $213,250.00 
27/03/2021;Per�;NeuroNet;Sector públic; $15,800.07 ; $11,879.75 
28/03/2021;Per�;OmegaTech;Grandes clientes; $10,575.72 ; $9,117.00 
29/03/2021;Argentina;Cybernova;Sector públic; $116,328.74 ; $59,351.40 
29/03/2021;Uruguay;NeuroNet;Grandes clientes; $14,375.76 ; $12,537.00 
30/03/2021;Per�;OmegaTech;Grandes clientes; $18,478.80 ; $15,930.00 
30/03/2021;Uruguay;NexTec;Grandes clientes; $14,375.76 ; $12,537.00 
31/03/2021;Argentina;Innovatech;Sector públic; $303,688.00 ; $256,360.00 
31/03/2021;Argentina;Cybernova;Sector públic; $14,135.62 ; $7,682.40 
31/03/2021;Chile;Cybernova;Pequeñas y medianas empresa; $545,334.00 ; $468,500.00 
1/04/2021;Méxic;NexTec;Consumidores finales; $234,634.62 ; $199,200.00 
2/04/2021;Uruguay;Cybernova;Pequeñas y medianas empresa; $468,072.00 ; $443,250.00 
3/04/2021;Per�;OmegaTech;Consumidores finales; $608,581.73 ; $506,340.00 
5/04/2021;Uruguay;NexTec;Consumidores finales; $8,236.04 ; $5,150.00 
5/04/2021;Per�;OmegaTech;Sector públic; $15,056.72 ; $11,690.00 
6/04/2021;Chile;NeuroNet;Sector públic; $20,148.00 ; $10,074.00 
6/04/2021;Uruguay;NeuroNet;Pequeñas y medianas empresa; $708,439.50 ; $608,625.00 
6/04/2021;Chile;Cybernova;Pequeñas y medianas empresa; $1,254,535.92 ; $1,136,355.00 
7/04/2021;Per�;NexTec;Consumidores finales; $30,484.62 ; $13,210.00 
7/04/2021;Per�;Innovatech;Pequeñas y medianas empresa; $582,048.00 ; $505,250.00 
8/04/2021;Per�;NeuroNet;Sector públic; $15,056.72 ; $11,690.00 
10/04/2021;Méxic;Cybernova;Sector públic; $72,600.31 ; $54,586.70 
11/04/2021;Per�;OmegaTech;Consumidores finales; $2,629,073.08 ; $2,187,388.80 
11/04/2021;Per�;Cybernova;Sector públic; $13,294.82 ; $9,790.00 
11/04/2021;Chile;NeuroNet;Pequeñas y medianas empresa; $223,996.50 ; $205,125.00 
13/04/2021;Méxic;NexTec;Consumidores finales; $157,569.23 ; $136,560.00 
13/04/2021;Chile;NexTec;Sector públic; $11,263.84 ; $9,040.00 
14/04/2021;Chile;Cybernova;Instituciones educativas; $34,983.45 ; $27,438.00 
14/04/2021;Per�;NeuroNet;Sector públic; $1,907,193.12 ; $1,539,969.60 
14/04/2021;Méxic;OmegaTech;Pequeñas y medianas empresa; $139,230.00 ; $136,500.00 
15/04/2021;Méxic;Innovatech;Grandes clientes; $18,972.00 ; $16,740.00 
16/04/2021;Chile;NexTec;Instituciones educativas; $110,613.94 ; $81,035.85 
16/04/2021;Argentina;Innovatech;Consumidores finales; $505,541.12 ; $424,858.80 
16/04/2021;Chile;Cybernova;Sector públic; $14,497.56 ; $10,460.00 
16/04/2021;Uruguay;Cybernova;Grandes clientes; $18,519.12 ; $15,606.00 
17/04/2021;Argentina;NeuroNet;Sector públic; $11,312.75 ; $9,079.25 
17/04/2021;Méxic;NeuroNet;Grandes clientes; $4,007.64 ; $3,303.00 
18/04/2021;Per�;Innovatech;Sector públic; $3,408,082.30 ; $2,583,386.00 
18/04/2021;Uruguay;OmegaTech;Sector públic; $97,503.25 ; $51,317.50 
19/04/2021;Argentina;NeuroNet;Sector públic; $1,329,836.76 ; $1,062,235.20 
19/04/2021;Méxic;NeuroNet;Pequeñas y medianas empresa; $116,640.00 ; $108,000.00 
19/04/2021;Argentina;NexTec;Pequeñas y medianas empresa; $2,565,050.40 ; $2,429,025.00 
20/04/2021;Méxic;Cybernova;Grandes clientes; $12,802.20 ; $10,107.00 
20/04/2021;Méxic;OmegaTech;Grandes clientes; $3,085.88 ; $2,543.31 
21/04/2021;Méxic;Cybernova;Instituciones educativas; $77,952.63 ; $54,703.60 
21/04/2021;Argentina;Innovatech;Sector públic; $519,027.11 ; $410,173.40 
22/04/2021;Uruguay;Cybernova;Consumidores finales; $413,723.08 ; $358,560.00 
23/04/2021;Méxic;NeuroNet;Consumidores finales; $357,761.25 ; $303,732.00 
23/04/2021;Argentina;Innovatech;Sector públic; $46,042.36 ; $25,298.00 
23/04/2021;Méxic;OmegaTech;Sector públic; $145,732.16 ; $121,638.40 
24/04/2021;Argentina;NeuroNet;Sector públic; $4,539.00 ; $2,670.00 
24/04/2021;Argentina;NeuroNet;Sector públic; $57,848.14 ; $44,913.15 
24/04/2021;Per�;Cybernova;Grandes clientes; $28,855.56 ; $22,311.00 
25/04/2021;Chile;NeuroNet;Sector públic; $1,566,432.00 ; $1,292,928.00 
26/04/2021;Chile;Cybernova;Instituciones educativas; $72,251.09 ; $49,150.40 
26/04/2021;Per�;Cybernova;Sector públic; $1,897,343.00 ; $1,499,420.00 
26/04/2021;Uruguay;NexTec;Grandes clientes; $31,731.48 ; $24,039.00 
27/04/2021;Chile;NexTec;Instituciones educativas; $29,364.66 ; $21,996.00 
27/04/2021;Uruguay;NexTec;Consumidores finales; $489,753.00 ; $420,076.80 
27/04/2021;Méxic;Cybernova;Sector públic; $8,139.60 ; $6,840.00 
27/04/2021;Argentina;Cybernova;Sector públic; $40,063.11 ; $31,104.90 
30/04/2021;Chile;Cybernova;Sector públic; $13,027.20 ; $7,080.00 
30/04/2021;Chile;NexTec;Pequeñas y medianas empresa; $391,716.00 ; $351,000.00 
1/05/2021;Méxic;OmegaTech;Instituciones educativas; $159,990.01 ; $117,208.80 
1/05/2021;Uruguay;NexTec;Consumidores finales; $324,841.85 ; $314,265.60 
1/05/2021;Argentina;NexTec;Sector públic; $237,218.80 ; $179,816.00 
2/05/2021;Uruguay;OmegaTech;Grandes clientes; $12,406.80 ; $9,495.00 
2/05/2021;Uruguay;Innovatech;Grandes clientes; $12,794.64 ; $10,782.00 
3/05/2021;Uruguay;Cybernova;Sector públic; $29,785.58 ; $24,454.50 
3/05/2021;Argentina;NexTec;Grandes clientes; $25,692.00 ; $19,269.00 
3/05/2021;Argentina;NexTec;Grandes clientes; $9,322.80 ; $8,226.00 
4/05/2021;Per�;NeuroNet;Sector públic; $1,017,338.00 ; $771,160.00 
5/05/2021;Chile;NeuroNet;Instituciones educativas; $20,423.25 ; $15,650.00 
5/05/2021;Uruguay;OmegaTech;Sector públic; $29,978.55 ; $16,117.50 
5/05/2021;Chile;Innovatech;Sector públic; $44,629.82 ; $36,225.50 
7/05/2021;Uruguay;Cybernova;Sector públic; $6,711.81 ; $5,155.00 
7/05/2021;Uruguay;Cybernova;Sector públic; $2,964,428.78 ; $2,224,391.00 
11/05/2021;Uruguay;Cybernova;Consumidores finales; $616,673.08 ; $397,020.00 
11/05/2021;Méxic;OmegaTech;Sector públic; $41,942.54 ; $34,836.00 
13/05/2021;Uruguay;Cybernova;Consumidores finales; $593,681.97 ; $509,220.00 
14/05/2021;Chile;NexTec;Consumidores finales; $384,447.12 ; $319,860.00 
14/05/2021;Per�;NexTec;Sector públic; $35,585.60 ; $19,340.00 
16/05/2021;Chile;Innovatech;Sector públic; $550,663.47 ; $459,622.80 
17/05/2021;Argentina;Cybernova;Sector públic; $884,205.00 ; $729,820.00 
17/05/2021;Uruguay;NexTec;Pequeñas y medianas empresa; $313,104.00 ; $296,500.00 
18/05/2021;Per�;Cybernova;Consumidores finales; $387,643.24 ; $329,101.20 
19/05/2021;Méxic;OmegaTech;Consumidores finales; $195,360.58 ; $189,000.00 
20/05/2021;Per�;OmegaTech;Instituciones educativas; $14,981.25 ; $11,750.00 
21/05/2021;Chile;NeuroNet;Sector públic; $404,176.50 ; $329,940.00 
21/05/2021;Méxic;Cybernova;Pequeñas y medianas empresa; $159,570.00 ; $147,750.00 
21/05/2021;Per�;OmegaTech;Pequeñas y medianas empresa; $985,849.92 ; $855,772.50 
22/05/2021;Argentina;NexTec;Instituciones educativas; $28,623.00 ; $20,300.00 
23/05/2021;Uruguay;NexTec;Sector públic; $123,124.56 ; $66,196.00 
25/05/2021;Méxic;Innovatech;Instituciones educativas; $5,016.00 ; $3,800.00 
25/05/2021;Uruguay;Cybernova;Pequeñas y medianas empresa; $267,561.00 ; $239,750.00 
26/05/2021;Chile;OmegaTech;Sector públic; $1,317,498.68 ; $988,599.30 
26/05/2021;Argentina;Innovatech;Sector públic; $449,458.24 ; $379,412.80 
26/05/2021;Méxic;OmegaTech;Grandes clientes; $22,948.48 ; $18,309.96 
27/05/2021;Argentina;Cybernova;Consumidores finales; $75,158.65 ; $69,480.00 
27/05/2021;Méxic;NeuroNet;Pequeñas y medianas empresa; $1,504,140.00 ; $1,424,375.00 
27/05/2021;Uruguay;NexTec;Grandes clientes; $12,794.64 ; $10,782.00 
29/05/2021;Chile;NeuroNet;Instituciones educativas; $3,139.20 ; $2,180.00 
29/05/2021;Méxic;OmegaTech;Pequeñas y medianas empresa; $1,359,514.80 ; $1,156,050.00 
30/05/2021;Chile;OmegaTech;Sector públic; $1,661,821.70 ; $1,299,469.60 
31/05/2021;Uruguay;Cybernova;Sector públic; $460,346.25 ; $359,970.00 
31/05/2021;Méxic;Innovatech;Grandes clientes; $26,114.40 ; $21,060.00 
1/06/2021;Méxic;NeuroNet;Grandes clientes; $27,102.10 ; $20,741.40 
2/06/2021;Per�;NeuroNet;Instituciones educativas; $52,734.00 ; $41,360.00 
2/06/2021;Uruguay;OmegaTech;Sector públic; $731,472.00 ; $566,020.00 
2/06/2021;Per�;NexTec;Sector públic; $6,756.40 ; $5,080.00 
3/06/2021;Per�;NexTec;Consumidores finales; $219,649.04 ; $188,400.00 
3/06/2021;Chile;OmegaTech;Sector públic; $39,820.80 ; $20,740.00 
3/06/2021;Chile;Cybernova;Grandes clientes; $22,271.04 ; $18,981.00 
3/06/2021;Chile;NexTec;Grandes clientes; $50,626.08 ; $39,143.88 
4/06/2021;Uruguay;NexTec;Sector públic; $33,031.60 ; $17,570.00 
4/06/2021;Argentina;Cybernova;Sector públic; $354,277.00 ; $306,020.00 
4/06/2021;Méxic;NexTec;Sector públic; $4,573.94 ; $3,267.10 
7/06/2021;Per�;Cybernova;Consumidores finales; $133,016.83 ; $130,200.00 
9/06/2021;Argentina;Innovatech;Consumidores finales; $132,878.94 ; $111,672.00 
9/06/2021;Méxic;NexTec;Sector públic; $40,775.68 ; $23,168.00 
9/06/2021;Per�;NexTec;Grandes clientes; $17,449.94 ; $15,043.05 
10/06/2021;Argentina;NexTec;Sector públic; $50,597.00 ; $26,630.00 
12/06/2021;Argentina;Cybernova;Consumidores finales; $9,231.92 ; $5,715.00 
14/06/2021;Per�;Innovatech;Sector públic; $25,174.93 ; $19,545.75 
14/06/2021;Argentina;NeuroNet;Pequeñas y medianas empresa; $382,788.00 ; $343,000.00 
14/06/2021;Argentina;NeuroNet;Pequeñas y medianas empresa; $260,580.00 ; $252,500.00 
15/06/2021;Per�;Cybernova;Consumidores finales; $238,675.96 ; $204,720.00 
16/06/2021;Chile;NexTec;Consumidores finales; $341,415.00 ; $315,619.20 
17/06/2021;Per�;OmegaTech;Instituciones educativas; $20,390.37 ; $14,938.00 
17/06/2021;Per�;NeuroNet;Consumidores finales; $543,780.00 ; $471,276.00 
18/06/2021;Argentina;Innovatech;Instituciones educativas; $22,794.30 ; $17,670.00 
18/06/2021;Uruguay;Innovatech;Sector públic; $13,939.93 ; $10,592.65 
18/06/2021;Uruguay;OmegaTech;Pequeñas y medianas empresa; $462,861.00 ; $414,750.00 
18/06/2021;Per�;Cybernova;Grandes clientes; $27,799.20 ; $23,166.00 
19/06/2021;Chile;Cybernova;Sector públic; $46,507.10 ; $25,275.60 
19/06/2021;Méxic;Cybernova;Pequeñas y medianas empresa; $2,294,884.80 ; $2,078,700.00 
20/06/2021;Uruguay;Cybernova;Consumidores finales; $81,281.25 ; $79,560.00 
21/06/2021;Argentina;NexTec;Consumidores finales; $1,222,463.81 ; $1,117,681.20 
23/06/2021;Méxic;NeuroNet;Consumidores finales; $179,713.56 ; $166,135.20 
23/06/2021;Chile;OmegaTech;Sector públic; $31,308.41 ; $24,046.40 
23/06/2021;Méxic;OmegaTech;Sector públic; $9,716.08 ; $5,520.50 
24/06/2021;Per�;OmegaTech;Instituciones educativas; $28,299.75 ; $19,450.00 
24/06/2021;Méxic;Innovatech;Sector públic; $107,156.00 ; $89,440.00 
24/06/2021;Chile;NexTec;Grandes clientes; $10,569.12 ; $8,172.00 
25/06/2021;Uruguay;Cybernova;Sector públic; $10,420.62 ; $8,655.00 
26/06/2021;Per�;NeuroNet;Pequeñas y medianas empresa; $1,052,565.15 ; $963,887.50 
27/06/2021;Uruguay;NexTec;Instituciones educativas; $50,378.45 ; $35,729.40 
27/06/2021;Uruguay;OmegaTech;Sector públic; $1,675,070.88 ; $1,296,185.80 
27/06/2021;Per�;Cybernova;Sector públic; $27,287.26 ; $14,514.50 
27/06/2021;Per�;OmegaTech;Grandes clientes; $42,091.37 ; $36,285.66 
27/06/2021;Argentina;NexTec;Grandes clientes; $15,637.69 ; $13,637.52 
29/06/2021;Méxic;NexTec;Consumidores finales; $7,131.92 ; $4,415.00 
30/06/2021;Uruguay;Cybernova;Consumidores finales; $112,860.00 ; $98,841.60 
2/07/2021;Uruguay;NeuroNet;Sector públic; $936,138.00 ; $747,760.00 
2/07/2021;Méxic;NeuroNet;Sector públic; $15,083.25 ; $12,675.00 
4/07/2021;Argentina;NexTec;Consumidores finales; $94,668.75 ; $79,560.00 
4/07/2021;Uruguay;NeuroNet;Sector públic; $201,285.00 ; $166,140.00 
4/07/2021;Méxic;OmegaTech;Sector públic; $19,971.60 ; $11,220.00 
4/07/2021;Uruguay;Innovatech;Pequeñas y medianas empresa; $879,784.20 ; $814,615.00 
5/07/2021;Uruguay;Cybernova;Instituciones educativas; $13,680.86 ; $9,212.70 
5/07/2021;Uruguay;OmegaTech;Sector públic; $116,463.50 ; $84,028.50 
5/07/2021;Per�;NeuroNet;Pequeñas y medianas empresa; $2,662,952.16 ; $2,580,380.00 
7/07/2021;Chile;OmegaTech;Sector públic; $7,388.85 ; $5,675.00 
7/07/2021;Per�;NexTec;Sector públic; $13,069.89 ; $7,103.20 
7/07/2021;Per�;NexTec;Pequeñas y medianas empresa; $185,351.76 ; $177,540.00 
8/07/2021;Chile;Cybernova;Consumidores finales; $385,733.65 ; $327,480.00 
8/07/2021;Chile;NeuroNet;Sector públic; $1,054,900.67 ; $861,143.40 
8/07/2021;Per�;NeuroNet;Grandes clientes; $24,719.40 ; $19,935.00 
9/07/2021;Per�;Cybernova;Consumidores finales; $219,649.04 ; $188,400.00 
9/07/2021;Per�;NexTec;Sector públic; $53,257.60 ; $29,920.00 
9/07/2021;Uruguay;Cybernova;Pequeñas y medianas empresa; $87,906.00 ; $80,500.00 
10/07/2021;Méxic;NexTec;Instituciones educativas; $37,080.00 ; $24,720.00 
10/07/2021;Uruguay;Cybernova;Grandes clientes; $25,904.34 ; $21,829.50 
11/07/2021;Méxic;Innovatech;Sector públic; $1,949,582.25 ; $1,462,890.00 
13/07/2021;Argentina;NexTec;Instituciones educativas; $78,702.62 ; $59,623.20 
13/07/2021;Argentina;NexTec;Sector públic; $12,793.96 ; $9,230.85 
13/07/2021;Uruguay;NexTec;Sector públic; $28,942.46 ; $21,761.25 
14/07/2021;Méxic;NeuroNet;Instituciones educativas; $29,246.40 ; $20,310.00 
14/07/2021;Per�;Cybernova;Grandes clientes; $75,202.80 ; $56,402.10 
15/07/2021;Chile;NeuroNet;Sector públic; $4,301.85 ; $3,615.00 
15/07/2021;Argentina;NeuroNet;Sector públic; $148,815.86 ; $107,370.75 
17/07/2021;Méxic;OmegaTech;Sector públic; $17,476.06 ; $14,515.00 
19/07/2021;Chile;NexTec;Sector públic; $13,027.20 ; $7,080.00 
21/07/2021;Per�;OmegaTech;Consumidores finales; $406,269.23 ; $261,560.00 
21/07/2021;Uruguay;Cybernova;Consumidores finales; $5,109.54 ; $3,195.00 
21/07/2021;Méxic;Innovatech;Consumidores finales; $483,767.31 ; $314,600.00 
22/07/2021;Uruguay;OmegaTech;Sector públic; $10,985.77 ; $8,347.85 
23/07/2021;Uruguay;Innovatech;Instituciones educativas; $34,095.60 ; $22,960.00 
23/07/2021;Per�;NeuroNet;Pequeñas y medianas empresa; $725,907.00 ; $664,750.00 
23/07/2021;Méxic;NeuroNet;Grandes clientes; $21,502.64 ; $18,536.76 
24/07/2021;Per�;Cybernova;Sector públic; $11,868.00 ; $6,450.00 
25/07/2021;Argentina;NeuroNet;Sector públic; $299,171.25 ; $255,450.00 
25/07/2021;Chile;NeuroNet;Sector públic; $210,700.00 ; $182,000.00 
25/07/2021;Argentina;OmegaTech;Sector públic; $865,769.63 ; $756,639.00 
26/07/2021;Argentina;NeuroNet;Grandes clientes; $49,405.51 ; $38,200.14 
27/07/2021;Argentina;NeuroNet;Sector públic; $2,681,229.60 ; $2,213,078.40 
27/07/2021;Chile;Cybernova;Pequeñas y medianas empresa; $1,612,071.24 ; $1,509,430.00 
28/07/2021;Argentina;OmegaTech;Grandes clientes; $37,319.04 ; $27,989.28 
29/07/2021;Argentina;Cybernova;Sector públic; $18,721.08 ; $14,535.00 
31/07/2021;Méxic;Innovatech;Instituciones educativas; $113,456.04 ; $84,985.80 
31/07/2021;Chile;OmegaTech;Grandes clientes; $25,932.72 ; $20,691.00 
1/08/2021;Uruguay;Innovatech;Instituciones educativas; $16,748.55 ; $12,270.00 
3/08/2021;Chile;NexTec;Pequeñas y medianas empresa; $3,056,936.40 ; $2,710,050.00 
4/08/2021;Chile;NexTec;Instituciones educativas; $20,826.00 ; $15,600.00 
4/08/2021;Chile;NexTec;Sector públic; $178,549.31 ; $100,308.60 
4/08/2021;Uruguay;OmegaTech;Sector públic; $3,792.30 ; $3,149.75 
4/08/2021;Per�;OmegaTech;Pequeñas y medianas empresa; $407,376.00 ; $353,625.00 
4/08/2021;Argentina;NeuroNet;Pequeñas y medianas empresa; $263,185.80 ; $255,025.00 
5/08/2021;Argentina;Innovatech;Sector públic; $34,603.84 ; $28,410.38 
6/08/2021;Uruguay;OmegaTech;Sector públic; $3,693.76 ; $2,720.00 
6/08/2021;Per�;NeuroNet;Sector públic; $93,767.21 ; $53,889.20 
7/08/2021;Chile;NexTec;Grandes clientes; $5,809.69 ; $4,736.16 
7/08/2021;Uruguay;Innovatech;Grandes clientes; $10,619.55 ; $8,949.06 
8/08/2021;Méxic;NexTec;Consumidores finales; $115,106.25 ; $105,240.00 
8/08/2021;Méxic;Cybernova;Sector públic; $769,814.50 ; $628,420.00 
9/08/2021;Méxic;OmegaTech;Instituciones educativas; $8,744.25 ; $6,550.00 
9/08/2021;Per�;NexTec;Consumidores finales; $335,336.54 ; $300,000.00 
9/08/2021;Chile;Innovatech;Sector públic; $10,262.07 ; $8,055.00 
9/08/2021;Argentina;Innovatech;Grandes clientes; $24,308.16 ; $18,603.18 
10/08/2021;Chile;NexTec;Sector públic; $704,329.92 ; $533,894.40 
10/08/2021;Chile;OmegaTech;Sector públic; $896,098.28 ; $756,446.60 
11/08/2021;Méxic;OmegaTech;Sector públic; $484,060.50 ; $363,220.00 
12/08/2021;Uruguay;NexTec;Sector públic; $24,757.00 ; $13,030.00 
12/08/2021;Méxic;NeuroNet;Grandes clientes; $22,302.24 ; $17,244.00 
14/08/2021;Chile;NexTec;Grandes clientes; $42,997.68 ; $36,234.00 
18/08/2021;Argentina;Cybernova;Consumidores finales; $373,514.42 ; $330,600.00 
19/08/2021;Uruguay;Cybernova;Consumidores finales; $132,738.75 ; $122,709.60 
20/08/2021;Argentina;NexTec;Instituciones educativas; $43,162.81 ; $32,699.10 
21/08/2021;Argentina;NeuroNet;Instituciones educativas; $40,887.45 ; $29,310.00 
24/08/2021;Méxic;OmegaTech;Sector públic; $15,928.00 ; $9,050.00 
25/08/2021;Per�;Innovatech;Grandes clientes; $18,701.93 ; $14,764.68 
26/08/2021;Argentina;NexTec;Grandes clientes; $30,072.48 ; $26,226.00 
28/08/2021;Per�;NeuroNet;Sector públic; $1,822.59 ; $1,315.00 
28/08/2021;Per�;Cybernova;Sector públic; $655,357.50 ; $512,460.00 
28/08/2021;Per�;NeuroNet;Sector públic; $1,115,629.06 ; $910,717.60 
30/08/2021;Per�;Cybernova;Instituciones educativas; $6,273.00 ; $4,920.00 
30/08/2021;Uruguay;NexTec;Consumidores finales; $487,952.44 ; $418,532.40 
31/08/2021;Argentina;Innovatech;Sector públic; $16,220.16 ; $8,448.00 
1/09/2021;Chile;NexTec;Consumidores finales; $248,711.54 ; $229,920.00 
1/09/2021;Chile;Cybernova;Consumidores finales; $198,636.06 ; $189,960.00 
1/09/2021;Uruguay;NexTec;Sector públic; $16,538.55 ; $12,435.00 
2/09/2021;Chile;Cybernova;Pequeñas y medianas empresa; $1,038,082.50 ; $950,625.00 
3/09/2021;Méxic;Cybernova;Pequeñas y medianas empresa; $481,901.40 ; $446,205.00 
3/09/2021;Chile;Cybernova;Pequeñas y medianas empresa; $223,861.44 ; $216,920.00 
4/09/2021;Chile;Cybernova;Pequeñas y medianas empresa; $1,343,168.64 ; $1,301,520.00 
6/09/2021;Argentina;Innovatech;Sector públic; $10,423.20 ; $6,060.00 
7/09/2021;Per�;Cybernova;Instituciones educativas; $9,193.50 ; $6,810.00 
7/09/2021;Per�;NexTec;Sector públic; $135,884.00 ; $109,720.00 
7/09/2021;Uruguay;NeuroNet;Sector públic; $18,236.09 ; $15,146.25 
8/09/2021;Per�;NeuroNet;Consumidores finales; $120,256.73 ; $106,440.00 
8/09/2021;Chile;OmegaTech;Sector públic; $21,732.60 ; $12,490.00 
9/09/2021;Argentina;Cybernova;Grandes clientes; $16,876.80 ; $13,185.00 
9/09/2021;Chile;OmegaTech;Grandes clientes; $29,156.16 ; $24,849.00 
10/09/2021;Uruguay;Innovatech;Instituciones educativas; $16,413.58 ; $12,024.60 
11/09/2021;Per�;NexTec;Sector públic; $640,752.00 ; $495,820.00 
12/09/2021;Per�;OmegaTech;Pequeñas y medianas empresa; $1,613,654.55 ; $1,510,912.50 
13/09/2021;Chile;Innovatech;Consumidores finales; $198,636.06 ; $189,960.00 
14/09/2021;Chile;Innovatech;Grandes clientes; $40,682.90 ; $33,902.42 
16/09/2021;Méxic;OmegaTech;Consumidores finales; $99,633.89 ; $96,390.00 
16/09/2021;Méxic;OmegaTech;Sector públic; $6,172.91 ; $4,845.30 
16/09/2021;Uruguay;NeuroNet;Pequeñas y medianas empresa; $631,125.00 ; $618,750.00 
16/09/2021;Uruguay;Cybernova;Grandes clientes; $20,759.78 ; $16,741.76 
17/09/2021;Argentina;OmegaTech;Pequeñas y medianas empresa; $808,110.00 ; $748,250.00 
18/09/2021;Uruguay;Cybernova;Instituciones educativas; $16,748.55 ; $12,270.00 
18/09/2021;Argentina;OmegaTech;Sector públic; $50,597.00 ; $26,630.00 
19/09/2021;Uruguay;Innovatech;Instituciones educativas; $136,382.40 ; $91,840.00 
20/09/2021;Uruguay;NexTec;Sector públic; $683,004.00 ; $539,760.00 
20/09/2021;Argentina;NexTec;Sector públic; $405,733.44 ; $313,960.40 
21/09/2021;Méxic;Cybernova;Pequeñas y medianas empresa; $287,400.00 ; $239,500.00 
24/09/2021;Uruguay;Innovatech;Instituciones educativas; $29,254.50 ; $21,670.00 
24/09/2021;Chile;NeuroNet;Instituciones educativas; $184,461.84 ; $130,824.00 
24/09/2021;Argentina;OmegaTech;Consumidores finales; $261,594.17 ; $219,844.80 
24/09/2021;Argentina;Cybernova;Sector públic; $200,165.00 ; $156,520.00 
